postcode,construction_age_band,in_conservation_area
DA14 4EQ,1967-1982,0
DA14 4EX,1900-1929,0
DA14 4DU,1983-1995,0
DA14 4BY,1967-1982,0
DA14 4HA,1930-1949,0
DA14 4EL,1967-1982,0
DA14 4BT,1930-1949,0
DA15 8AD,1930-1949,0
DA15 8AE,1967-1982,0
DA15 8AQ,1950-1966,0
DA15 8AF,1930-1949,0
DA15 8LQ,1930-1949,1
DA15 8FD,2012-onwards,0
DA15 8BX,1967-1982,0
DA15 8EG,1967-1982,0
DA15 8AG,1930-1949,0
DA15 8LH,1967-1982,0
DA15 8WJ,1983-1995,0
DA15 8BB,1930-1949,0
DA15 8AL,1930-1949,0
DA15 8BU,1983-1995,0
DA15 8AH,1930-1949,0
DA15 8BY,1930-1949,0
DA15 8BA,1983-1995,0
DA15 9AH,1930-1949,0
DA15 9AS,1930-1949,0
DA15 9AZ,1930-1949,0
DA15 9AX,1930-1949,0
DA15 9AY,1930-1949,0
DA15 9AW,1930-1949,0
DA15 8AP,1930-1949,0
DA15 8AW,1930-1949,0
DA15 8AJ,1930-1949,0
DA15 9AU,1930-1949,0
DA14 4NR,1930-1949,0
DA15 9AP,1930-1949,0
DA15 9AT,1930-1949,0
DA14 4NS,1930-1949,0
DA14 4JE,1930-1949,0
DA15 9AF,1930-1949,0
DA14 4JB,1930-1949,0
DA15 9AQ,1930-1949,0
DA14 4JD,1930-1949,0
DA14 4JX,1930-1949,0
DA14 4JT,1930-1949,0
DA15 9AB,1983-1995,0
DA15 9AA,1950-1966,0
DA14 4BL,1996-2011,0
DA15 9AD,1967-1982,0
DA14 4JP,1967-1982,0
DA15 7DN,1900-1929,0
DA15 7DH,1950-1966,0
DA15 7DR,pre-1900,0
DA14 4JA,1950-1966,0
DA14 4AH,pre-1900,0
DA14 4AG,1983-1995,0
DA15 7AT,1967-1982,0
DA15 7BG,1996-2011,0
DA15 7AX,2012-onwards,0
DA14 4HX,1967-1982,0
DA14 4EA,1900-1929,0
DA14 4HN,1967-1982,0
DA14 4EB,1900-1929,0
DA15 7ET,1930-1949,0
DA14 4JU,1930-1949,0
DA14 4JZ,1930-1949,0
DA14 4LL,1930-1949,0
DA14 4LW,1930-1949,0
DA14 4EW,1950-1966,0
DA14 4HR,1967-1982,0
DA14 4LF,1950-1966,0
DA14 4EJ,1967-1982,0
DA14 4HB,pre-1900,0
DA14 4EH,pre-1900,0
DA14 4LE,1950-1966,0
DA14 4EU,1967-1982,0
DA14 4EF,2012-onwards,0
DA14 4EG,1983-1995,0
DA14 4JL,1983-1995,0
DA14 4JR,1996-2011,0
DA14 4HP,1967-1982,0
DA14 4LJ,1930-1949,0
DA14 4LB,1950-1966,0
DA14 4LP,1967-1982,0
DA14 4JY,1900-1929,0
DA14 4LD,1930-1949,0
DA14 4LN,1930-1949,0
DA14 4LA,1950-1966,0
DA14 4DH,pre-1900,0
DA14 4DJ,pre-1900,0
DA14 4HY,1983-1995,0
DA14 4EE,pre-1900,0
DA14 4ED,pre-1900,0
DA14 4DN,1967-1982,0
DA14 4HZ,pre-1900,0
DA14 4EN,1983-1995,0
DA14 4DL,pre-1900,0
DA14 4DG,pre-1900,0
DA14 4DW,1900-1929,0
DA14 4DE,pre-1900,0
DA14 4DD,pre-1900,0
DA14 4TD,1983-1995,0
DA14 4DF,2012-onwards,0
DA14 4AB,1967-1982,0
DA14 4DB,pre-1900,0
DA14 4DQ,pre-1900,0
DA14 4BW,1950-1966,0
DA14 4BA,1950-1966,0
DA14 4HF,1967-1982,0
DA14 4BN,2012-onwards,0
DA14 4HQ,1967-1982,0
DA14 4QY,1930-1949,0
DA14 4ER,1967-1982,0
DA14 4HG,1967-1982,0
DA14 4ES,1967-1982,0
DA14 4ET,1967-1982,0
DA14 4QR,1930-1949,0
DA14 4EP,1900-1929,0
DA14 4AS,1967-1982,0
DA14 4AX,1967-1982,0
DA14 4AP,1967-1982,0
DA14 4AJ,1967-1982,0
DA14 4AW,1967-1982,0
DA14 4TB,1967-1982,0
DA14 4AU,1967-1982,0
DA14 4BD,1950-1966,0
DA14 4AT,1967-1982,0
DA14 6AF,2012-onwards,0
DA14 6ET,1930-1949,0
DA14 6DW,1900-1929,0
DA14 6DS,1996-2011,0
DA14 6EH,1900-1929,0
DA14 6EL,1996-2011,0
DA14 6BX,1900-1929,0
DA14 6AD,1930-1949,1
DA14 6EZ,pre-1900,0
DA14 6DF,1967-1982,1
DA14 6ED,1900-1929,0
DA14 6AE,1996-2011,0
DA14 6EN,1900-1929,0
DA14 6FJ,2012-onwards,0
DA14 6DZ,1996-2011,0
DA14 4BH,1950-1966,0
DA14 6AB,1967-1982,0
DA14 6AA,1950-1966,0
DA15 7ED,2012-onwards,0
DA14 6BY,1900-1929,0
DA14 4HU,1983-1995,0
DA14 4AD,1967-1982,0
DA14 4AF,1967-1982,0
DA14 4TP,1983-1995,0
DA14 4DP,pre-1900,0
DA14 4AE,1950-1966,0
DA14 4AA,1900-1929,0
DA14 4DR,1967-1982,0
DA14 4DA,1950-1966,0
DA14 4HL,1930-1949,0
DA14 4EZ,1967-1982,0
DA14 4QZ,1900-1929,0
DA14 4QN,2012-onwards,0
DA14 4QP,1996-2011,0
DA14 4EY,pre-1900,0
DA14 4BX,1983-1995,0
DA14 6BU,1900-1929,1
DA14 4HD,1930-1949,0
DA14 6ES,1900-1929,0
DA14 4HJ,1996-2011,0
DA14 4BJ,1967-1982,0
DA14 6EP,2012-onwards,0
DA14 4HH,1930-1949,0
DA14 6ER,1967-1982,0
DA14 6HH,1950-1966,0
DA14 4BZ,1950-1966,0
DA14 6HJ,1967-1982,0
DA14 6JX,1967-1982,0
DA14 6FH,2012-onwards,0
DA14 4QL,1930-1949,1
DA14 6HG,1983-1995,0
DA14 4FL,2012-onwards,0
DA14 4QS,1930-1949,0
DA14 4QE,2012-onwards,0
DA14 4QW,1930-1949,0
DA14 4FA,2012-onwards,0
DA15 8WP,1983-1995,1
DA15 8WW,1900-1929,1
DA15 8WE,1983-1995,0
DA15 8WF,1983-1995,0
DA15 8WD,1983-1995,0
DA15 8HD,1983-1995,0
DA15 8HQ,1983-1995,0
DA15 9DW,1930-1949,0
DA15 9DN,1930-1949,0
DA15 9DD,1930-1949,0
DA15 9DE,1930-1949,0
DA15 9BU,1930-1949,0
DA15 9BS,1930-1949,0
DA15 9BY,1930-1949,0
DA15 8WN,1983-1995,1
DA15 9DL,1930-1949,0
DA15 8WL,1900-1929,1
DA15 9DJ,1900-1929,0
DA15 9BZ,1930-1949,0
DA15 9AR,1900-1929,0
DA15 9AL,1930-1949,0
DA15 9AJ,1930-1949,0
DA5 3EA,2012-onwards,0
DA15 9AN,1930-1949,0
DA15 7AB,1930-1949,0
DA15 7AH,1996-2011,0
DA15 7AA,1900-1929,0
DA15 7AP,2012-onwards,0
DA15 9AE,1930-1949,0
DA15 8AB,1930-1949,0
DA15 7DB,1930-1949,0
DA15 7AN,1930-1949,0
DA15 9DB,1930-1949,0
DA15 8LL,1900-1929,1
DA15 8JE,1983-1995,1
DA15 7AJ,1900-1929,0
DA15 8WH,1983-1995,0
DA15 8WG,1983-1995,0
DA15 9EF,1983-1995,0
DA15 8WB,1983-1995,0
DA15 8WA,1983-1995,0
DA15 8JB,pre-1900,1
DA15 8WQ,1967-1982,0
DA15 8AN,1930-1949,0
DA15 8BE,1930-1949,0
DA15 8BD,1930-1949,0
SE2 9UR,1967-1982,0
SE2 9UN,1967-1982,0
SE2 9UT,1967-1982,0
DA18 4DU,1967-1982,0
SE2 9UL,1967-1982,0
SE28 8HE,1967-1982,0
SE28 8HB,1967-1982,0
SE28 8JB,1967-1982,0
SE28 8HA,1967-1982,0
SE2 9UP,1967-1982,0
SE2 9UW,1967-1982,0
SE2 9UU,1930-1949,0
SE2 9EA,2012-onwards,0
SE2 9XB,1967-1982,0
DA18 4DH,1967-1982,0
DA18 4DQ,1967-1982,0
DA18 4DL,1967-1982,0
DA18 4DJ,1967-1982,0
DA18 4ED,1967-1982,0
SE28 8PU,1983-1995,0
SE28 8PT,1983-1995,0
SE28 8PS,1983-1995,0
SE28 8PZ,1983-1995,0
SE28 8QQ,1996-2011,0
SE28 8PR,1983-1995,0
SE28 8QB,1983-1995,0
SE28 8QA,1983-1995,0
SE28 8PX,1983-1995,0
SE28 8EX,1983-1995,0
SE28 8EU,1983-1995,0
SE28 8PW,1983-1995,0
SE28 8PY,1983-1995,0
SE28 8PF,1983-1995,0
SE28 8PH,1996-2011,0
SE28 8PL,1983-1995,0
SE28 8QZ,1983-1995,0
SE28 8QY,1996-2011,0
SE28 8QW,1996-2011,0
SE28 8QX,1983-1995,0
SE28 8QT,1996-2011,0
SE28 8QR,1996-2011,0
SE28 8QP,1996-2011,0
SE28 8QS,1983-1995,0
SE28 8QU,1983-1995,0
SE28 8ET,1983-1995,0
SE28 8PN,1983-1995,0
SE28 8PJ,1967-1982,0
SE28 8EW,1983-1995,0
SE28 8PQ,1983-1995,0
SE28 8PA,1983-1995,0
SE28 8PG,1983-1995,0
SE28 8PD,1983-1995,0
SE28 8PE,1996-2011,0
SE28 8HS,1967-1982,0
SE28 8EY,1983-1995,0
SE28 8ES,1983-1995,0
SE28 8ND,1983-1995,0
SE28 8NE,1996-2011,0
SE28 8NF,1983-1995,0
SE28 8NB,1983-1995,0
SE28 8NR,1983-1995,0
SE28 8NJ,1983-1995,0
SE28 8NP,1983-1995,0
SE28 8PB,1967-1982,0
SE28 8NT,1983-1995,0
SE28 8NS,1983-1995,0
SE28 8NH,1996-2011,0
SE28 8HF,1967-1982,0
SE28 8HP,1967-1982,0
SE28 8HR,1967-1982,0
SE28 8HG,1967-1982,0
SE28 8HU,1967-1982,0
SE28 8HD,1967-1982,0
SE28 8HT,1967-1982,0
SE28 8NN,1983-1995,0
SE28 8NQ,1983-1995,0
SE28 8NG,1983-1995,0
SE28 8NL,1983-1995,0
SE28 8NA,1983-1995,0
DA18 4DX,1967-1982,0
DA18 4DY,1967-1982,0
DA18 4DZ,1967-1982,0
DA18 4DS,1967-1982,0
DA18 4DT,1967-1982,0
DA18 4BU,1967-1982,0
DA18 4BN,1950-1966,0
DA18 4BL,1950-1966,0
DA18 4DR,1930-1949,0
SE2 9UH,1967-1982,0
SE2 9AS,1996-2011,0
SE2 9AE,1996-2011,0
SE2 9ES,2012-onwards,0
SE2 9UJ,1967-1982,0
SE2 9AP,1996-2011,0
SE2 9DU,2012-onwards,0
SE2 9DT,2012-onwards,0
SE2 9AD,1996-2011,0
SE2 9AF,1996-2011,0
SE2 9ET,2012-onwards,0
SE2 9DS,2012-onwards,0
DA18 4BQ,1967-1982,0
DA18 4BG,1967-1982,0
DA18 4BB,1950-1966,0
DA18 4BH,1950-1966,0
DA18 4BJ,1950-1966,0
DA18 4BX,1967-1982,0
DA18 4HQ,1967-1982,0
DA18 4HJ,1950-1966,0
DA18 4HG,1967-1982,0
DA18 4HA,1983-1995,0
DA18 4BZ,1967-1982,0
DA18 4BY,1967-1982,0
DA18 4DD,1967-1982,0
DA18 4BD,1950-1966,0
DA18 4BE,1967-1982,0
DA18 4DA,1967-1982,0
DA18 4DE,1967-1982,0
DA18 4DB,1967-1982,0
DA18 4HS,1967-1982,0
DA18 4HP,1967-1982,0
DA18 4HN,1967-1982,0
DA18 4HW,1983-1995,0
DA18 4HH,1967-1982,0
DA18 4HR,1967-1982,0
DA18 4HD,1967-1982,0
DA18 4DF,1967-1982,0
DA18 4HB,1967-1982,0
DA18 4HE,1967-1982,0
DA18 4DP,1967-1982,0
DA18 4HT,1983-1995,0
DA18 4HU,1967-1982,0
DA18 4HY,1967-1982,0
DA18 4HX,1983-1995,0
DA18 4DG,1967-1982,0
HA0 4JW,1930-1949,0
HA0 4HQ,1930-1949,0
HA0 4EU,1930-1949,0
HA0 4EX,1930-1949,0
HA0 4HH,1930-1949,0
HA0 4HP,1967-1982,0
HA0 4JG,1930-1949,0
HA0 4LB,1983-1995,0
HA0 4JB,1900-1929,0
HA0 4EP,1930-1949,0
HA0 4JL,1930-1949,0
HA0 4ES,1930-1949,0
HA0 4ET,1930-1949,0
HA0 4JD,1930-1949,0
HA0 4ER,1930-1949,0
HA0 1UW,1930-1949,0
HA0 1UL,1930-1949,0
HA0 1UN,1930-1949,0
HA0 1UZ,1930-1949,0
HA0 1UP,1930-1949,0
HA0 1UJ,1930-1949,0
HA0 4PQ,1930-1949,0
HA0 1NR,1930-1949,0
HA0 4LS,1930-1949,0
HA0 4GN,2012-onwards,0
HA0 1UY,1930-1949,0
HA0 1UR,1930-1949,0
HA0 1HB,1950-1966,0
HA0 4PG,1950-1966,0
HA0 1TY,1983-1995,0
HA0 1ND,1900-1929,0
HA0 1NQ,1930-1949,0
HA0 1NJ,1930-1949,0
HA0 1NH,1950-1966,0
HA0 1NG,1950-1966,0
HA0 1HZ,1930-1949,0
HA0 1NE,1930-1949,0
HA0 1NF,1930-1949,0
HA0 1NB,1930-1949,0
HA0 1HY,1930-1949,0
HA0 1LJ,1930-1949,0
HA0 1LN,1930-1949,0
HA0 1LW,1900-1929,0
HA0 1LL,1930-1949,0
HA0 1LY,1930-1949,0
HA0 1LZ,1930-1949,0
HA0 1LX,1930-1949,0
HA0 1NA,1930-1949,0
HA0 1JA,1930-1949,0
HA0 1LS,1930-1949,0
HA0 1LT,1930-1949,0
HA0 1LP,1930-1949,0
HA0 1LU,1930-1949,0
HA0 1JB,1930-1949,0
HA0 1LR,1930-1949,0
HA0 1HW,1930-1949,0
HA0 1YY,1983-1995,0
HA0 1HS,1930-1949,0
HA0 1XD,1983-1995,0
HA0 1HL,1950-1966,0
HA0 1XQ,1967-1982,0
HA0 1EU,1930-1949,0
HA0 1JQ,1930-1949,0
HA0 1XT,1983-1995,0
HA0 1XU,1983-1995,0
HA0 1YN,1983-1995,0
HA0 1XJ,1983-1995,0
HA0 1XG,1900-1929,0
HA0 1YG,1983-1995,0
HA0 1XY,1967-1982,0
HA0 1JG,1930-1949,0
HA0 1JF,1900-1929,0
HA0 4DU,1930-1949,0
HA0 4DT,1930-1949,0
HA0 4DX,1930-1949,0
HA0 4DY,1930-1949,0
HA0 4BN,1983-1995,0
HA0 4DS,1930-1949,0
HA0 1AT,1967-1982,0
HA0 1AS,1930-1949,0
HA0 1YD,1967-1982,0
HA0 1YF,1967-1982,0
HA0 1AU,1967-1982,0
HA0 4EA,1930-1949,0
HA0 4JR,1930-1949,0
HA0 4DZ,1930-1949,0
HA0 4JP,pre-1900,0
HA0 4JS,1930-1949,0
HA0 4JN,1900-1929,0
HA0 4JJ,1930-1949,0
HA0 4JT,1900-1929,0
HA0 1AP,1930-1949,0
HA0 1AR,1900-1929,0
HA0 1AH,1930-1949,0
HA0 4JH,1930-1949,0
HA0 4BY,1996-2011,0
HA0 4JQ,1930-1949,0
HA0 4JA,1930-1949,0
HA0 4BZ,1950-1966,0
HA0 1SP,1930-1949,0
HA0 1SZ,1930-1949,0
HA0 1TE,1930-1949,0
HA0 1TD,1930-1949,0
HA0 1PX,2012-onwards,0
HA0 1BD,2012-onwards,0
HA0 1NT,2012-onwards,0
HA0 1PY,2012-onwards,0
HA0 1TB,1930-1949,0
HA0 1NU,1967-1982,0
HA0 1AG,2012-onwards,0
HA0 1TA,1900-1929,0
HA0 1PR,2012-onwards,0
HA0 1HF,2012-onwards,0
HA0 1UA,1930-1949,0
HA0 4JZ,1950-1966,0
HA0 1UE,1900-1929,0
HA0 1UH,1930-1949,0
HA0 4HW,1930-1949,0
HA0 1UG,1930-1949,0
HA0 1UQ,1930-1949,0
HA0 4HJ,1930-1949,0
HA0 1TG,1930-1949,0
HA0 1SW,1930-1949,0
HA0 1SN,1930-1949,0
HA0 1SY,1930-1949,0
HA0 1TJ,1996-2011,0
HA0 1TF,1930-1949,0
HA0 1SL,1930-1949,0
HA0 1AQ,1930-1949,0
HA0 1AJ,1930-1949,0
HA0 1BL,1930-1949,0
HA0 1AF,1930-1949,0
HA9 9TQ,1930-1949,0
HA9 9TH,1950-1966,0
HA9 9ST,1983-1995,0
HA9 9TX,1983-1995,0
HA3 9UT,1950-1966,0
HA9 9TF,1930-1949,0
HA3 9UW,1930-1949,0
HA3 9UY,1930-1949,0
HA3 9UX,1930-1949,0
HA9 9TG,1930-1949,0
HA3 9UN,1967-1982,0
HA3 9UL,1930-1949,0
HA9 9QH,1930-1949,0
HA9 9TL,1930-1949,0
HA9 9RX,1930-1949,0
HA9 9RU,1930-1949,0
HA9 9TJ,1930-1949,0
HA9 9SX,1930-1949,0
HA9 9QJ,1930-1949,0
HA3 0QH,1996-2011,0
HA3 0QJ,1930-1949,0
HA3 0QS,1930-1949,0
HA3 0QQ,1930-1949,0
HA3 0QW,1967-1982,0
HA9 9SY,1930-1949,0
HA3 0QR,1967-1982,0
HA9 9SN,1983-1995,0
HA3 9TN,1950-1966,0
HA3 9TX,1967-1982,0
HA9 9TD,1930-1949,0
HA9 9TE,1930-1949,0
HA9 9TA,1983-1995,0
HA9 9SZ,1950-1966,0
HA9 9TB,1930-1949,0
HA9 9SQ,1930-1949,0
HA9 9SL,1930-1949,0
HA9 9SG,1930-1949,0
HA9 9RY,1930-1949,0
HA9 9RZ,1930-1949,0
HA9 9SF,1930-1949,0
HA9 9SJ,1930-1949,0
HA9 9RB,1950-1966,0
HA9 9RP,1930-1949,1
HA9 9SH,1930-1949,0
HA9 9RA,1930-1949,0
HA9 9SB,1930-1949,0
HA9 9SA,1930-1949,0
HA9 9SE,1930-1949,0
HA9 9SD,1930-1949,0
HA9 9JB,1950-1966,0
HA9 9JJ,1950-1966,0
NW9 8NP,1930-1949,0
NW9 8HH,1930-1949,0
NW9 8HG,1900-1929,0
NW9 8NS,1900-1929,0
NW9 8NR,1930-1949,0
NW9 8NG,1967-1982,0
NW9 8NU,1930-1949,0
NW9 8NT,1930-1949,0
NW9 8NL,1930-1949,0
NW9 8NE,1967-1982,0
HA9 9LG,1930-1949,1
HA9 9LQ,1930-1949,1
HA9 9LD,1930-1949,1
HA9 9JF,1930-1949,0
HA9 9LE,1930-1949,1
HA9 9JG,1900-1929,0
HA9 9LF,1930-1949,1
HA9 9LH,1967-1982,1
HA3 0PS,1967-1982,0
HA9 9TN,1930-1949,0
HA9 9TW,1930-1949,0
HA3 0QA,1930-1949,0
HA3 0QG,1930-1949,0
HA3 0PY,1930-1949,0
NW9 8PX,1950-1966,0
NW9 8HJ,1930-1949,0
NW9 8PJ,1930-1949,0
NW9 8PL,1930-1949,0
NW9 8PG,1930-1949,0
NW9 8PH,1900-1929,0
NW9 8NJ,1930-1949,0
NW9 8NN,1930-1949,0
NW9 8EL,1930-1949,0
HA9 9QL,1950-1966,0
HA9 9RS,1930-1949,1
HA9 9RN,1930-1949,0
HA9 9PH,1930-1949,0
HA9 9RW,1930-1949,1
HA9 9PL,1930-1949,0
HA9 9PJ,1930-1949,0
HA9 9RD,1930-1949,1
HA9 9RR,1930-1949,1
HA9 9QZ,1930-1949,1
HA9 9QX,1930-1949,1
HA9 9QY,1930-1949,1
NW9 8NH,1967-1982,0
HA9 9JH,1983-1995,0
HA9 9JD,1930-1949,0
HA9 9HZ,1983-1995,0
HA9 9HJ,1950-1966,0
HA9 9NT,1930-1949,1
HA9 9LJ,1930-1949,1
HA9 9NW,1930-1949,1
HA9 9LL,1900-1929,1
HA9 9NN,1930-1949,1
HA9 9NH,1930-1949,1
HA9 9NJ,1930-1949,1
HA9 9NS,1930-1949,1
HA9 9LN,1900-1929,1
HA9 9NL,1930-1949,1
HA9 9QP,1900-1929,1
HA9 9NP,1930-1949,1
HA9 9PT,1930-1949,1
HA9 9QU,1930-1949,1
HA9 9NR,1930-1949,1
HA9 9QS,1930-1949,1
HA9 9QR,1930-1949,1
HA9 9LW,1930-1949,1
NW9 8PU,1930-1949,0
HA9 9HQ,1950-1966,0
HA9 9HG,1930-1949,0
NW9 8PT,1950-1966,0
HA9 9HN,1930-1949,0
HA9 9HW,1950-1966,0
NW9 8PR,1950-1966,0
NW9 8PS,1930-1949,0
HA9 9HH,1930-1949,0
HA9 9HE,1930-1949,0
HA9 9HL,1950-1966,0
HA9 9QT,1930-1949,1
HA9 9PN,1930-1949,1
HA9 9QD,1996-2011,0
HA9 9QW,1930-1949,1
HA9 9RH,1996-2011,0
HA9 9QE,1996-2011,0
HA9 9PP,1930-1949,1
HA9 9PQ,1930-1949,0
HA9 9PW,1930-1949,1
HA9 9QF,1996-2011,0
HA9 9RF,1996-2011,1
HA9 9PG,1930-1949,0
HA9 9RQ,1930-1949,0
HA9 9PR,1930-1949,1
HA9 9PD,1930-1949,0
HA9 9PX,1930-1949,1
HA9 9PS,1930-1949,1
HA9 9PZ,1930-1949,1
HA9 9PY,1900-1929,1
HA9 9QA,1967-1982,1
HA9 9PU,1930-1949,1
HA9 9LB,1930-1949,1
HA9 9JX,1900-1929,1
HA9 9NE,1930-1949,1
HA9 9NF,1930-1949,1
HA9 9JZ,1930-1949,1
HA9 9JY,1930-1949,1
HA9 9JU,1930-1949,1
HA9 9ND,1950-1966,1
HA9 9NG,1930-1949,1
HA9 9NA,1930-1949,1
HA9 9NQ,1930-1949,1
HA9 9EA,1930-1949,0
HA9 9EE,1930-1949,0
HA9 9HF,1930-1949,0
HA9 9ED,1930-1949,0
NW9 8PP,1930-1949,0
NW9 8PW,1983-1995,0
HA9 9EB,1930-1949,0
HA9 9HB,1930-1949,0
HA9 9DZ,1930-1949,0
HA9 9JE,1930-1949,0
HA9 9LA,1930-1949,1
HA9 9ES,1900-1929,0
HA9 9JQ,1930-1949,0
HA9 9HP,1900-1929,0
HA9 9RJ,1983-1995,0
HA9 9HA,1930-1949,0
HA9 9UR,1996-2011,0
HA9 9UZ,1996-2011,0
HA9 9EU,1967-1982,0
HA9 9UJ,2012-onwards,0
HA9 9UY,1996-2011,0
HA9 9AT,1950-1966,0
HA9 9EQ,1967-1982,0
HA9 9GY,1996-2011,0
HA9 9LZ,1930-1949,0
HA9 9FD,1967-1982,0
HA9 9AB,1950-1966,0
HA9 9JS,1930-1949,1
HA9 9AG,1900-1929,0
HA9 9FE,1996-2011,0
HA9 9UP,1967-1982,0
HA9 9UE,1996-2011,0
HA9 9UB,1996-2011,0
HA9 9AS,1950-1966,0
HA9 9UD,1996-2011,0
HA9 9UF,1996-2011,0
HA9 9AP,1967-1982,0
HA9 9AR,1967-1982,0
HA9 9UG,1996-2011,0
HA9 9BZ,1950-1966,0
NW9 8SD,1900-1929,0
HA9 9DP,1950-1966,0
HA9 9EH,1967-1982,0
HA9 9DB,1967-1982,0
NW9 8SB,1950-1966,0
HA9 9DR,1967-1982,0
HA9 9DU,1967-1982,0
HA9 9DY,1967-1982,0
HA9 9EL,1967-1982,0
HA9 9TP,1996-2011,0
HA9 9EJ,1967-1982,0
HA9 9DA,1967-1982,0
HA9 9BY,1930-1949,0
HA9 9DW,1967-1982,0
HA9 9DN,1967-1982,0
HA9 9DH,1967-1982,0
HA9 9DQ,1950-1966,0
HA9 9DE,1950-1966,0
HA9 9DF,1996-2011,0
HA9 9DG,1996-2011,0
HA9 9BP,1930-1949,0
HA9 9DJ,1967-1982,0
HA9 9DL,1967-1982,0
HA9 9RL,1967-1982,0
HA9 9BX,1930-1949,0
HA9 9PA,1996-2011,0
HA9 9BT,1967-1982,0
HA9 9BU,1930-1949,0
HA9 9PB,2012-onwards,0
HA3 9TF,1996-2011,0
HA3 9RJ,2012-onwards,0
HA3 9TP,1950-1966,0
HA3 9TH,2012-onwards,0
HA3 9UG,1983-1995,0
HA3 9TR,1950-1966,0
HA3 9UE,1983-1995,0
HA9 9SU,1983-1995,0
HA3 9UF,1996-2011,0
HA3 9TS,1950-1966,0
HA3 9XD,1950-1966,0
HA3 9XG,1950-1966,0
HA3 9SR,1950-1966,0
HA3 9XE,1950-1966,0
HA3 9XB,1930-1949,0
HA3 9XF,1930-1949,0
HA3 9XH,1950-1966,0
HA3 9XA,1950-1966,0
HA3 9TT,1930-1949,0
HA3 9UB,1967-1982,0
HA3 9TL,1950-1966,0
HA3 9TJ,1950-1966,0
HA3 9TW,1950-1966,0
HA3 9DG,1996-2011,0
HA3 9TY,1950-1966,0
HA3 9TZ,1967-1982,0
HA3 9UR,1967-1982,0
HA3 9XQ,1930-1949,0
HA3 9UP,1967-1982,0
HA3 9XJ,1930-1949,0
HA3 9PN,1983-1995,0
HA3 9UZ,1950-1966,0
NW6 7QP,1900-1929,1
NW6 7QT,1967-1982,1
NW6 7QS,pre-1900,1
NW6 7QY,pre-1900,1
NW6 7BD,1900-1929,1
NW2 4BN,2012-onwards,1
NW6 7NU,1967-1982,0
NW6 7DF,1930-1949,0
NW6 7DE,1930-1949,0
NW6 7NY,1967-1982,0
NW6 7AB,1930-1949,0
NW2 4JA,1950-1966,1
NW6 7BB,1900-1929,1
NW6 7PL,1900-1929,0
NW2 4HY,pre-1900,1
NW6 7PN,1930-1949,0
NW6 7PW,pre-1900,1
NW2 4JB,1930-1949,1
NW10 2AE,1930-1949,0
NW10 2DD,1930-1949,0
NW10 2AL,1930-1949,0
NW10 2AD,1930-1949,0
NW10 3QT,1930-1949,0
NW10 2AP,1930-1949,0
NW10 2AJ,1930-1949,0
NW10 2AN,1930-1949,0
NW6 7AE,1996-2011,0
NW6 7AS,pre-1900,0
NW6 7AT,1930-1949,0
NW6 7DL,1900-1929,0
NW6 7DN,1900-1929,0
NW6 7AA,1930-1949,0
NW6 7DW,1930-1949,0
NW6 7AR,1900-1929,0
NW6 7DD,pre-1900,0
NW10 3EL,pre-1900,0
NW10 3EH,1930-1949,0
NW10 3EJ,1930-1949,0
NW10 3EG,1930-1949,0
NW10 3AF,1996-2011,0
NW6 7PD,1950-1966,0
NW6 7BW,1967-1982,0
NW6 7BP,1950-1966,0
NW6 7PA,pre-1900,0
NW6 7BX,1930-1949,0
NW6 7NX,1930-1949,0
NW10 2AS,1900-1929,0
NW10 2AA,1930-1949,0
NW10 2RN,1930-1949,0
NW10 2AH,1930-1949,0
NW10 2RL,1900-1929,0
NW10 2AB,1950-1966,0
NW10 2AG,1930-1949,0
NW2 5RD,1967-1982,0
NW2 5RZ,1983-1995,0
NW2 5SA,1930-1949,0
NW2 5RL,1930-1949,0
NW2 5RT,1900-1929,0
NW2 5RN,1950-1966,0
NW2 5RB,1900-1929,0
NW6 7AX,1930-1949,0
NW2 5RA,1900-1929,0
NW2 5RY,1996-2011,0
NW2 5JB,1996-2011,0
NW2 5RR,1930-1949,0
NW2 5RX,1996-2011,0
NW2 5JJ,1930-1949,0
NW6 7YD,1900-1929,0
NW6 7YB,1930-1949,0
NW6 7XP,1900-1929,1
NW6 7SH,1983-1995,1
NW6 7YA,1950-1966,0
NW2 5HG,1930-1949,0
NW10 2RJ,1930-1949,0
NW2 5HD,1900-1929,0
NW2 5HB,1900-1929,0
NW10 2RH,2012-onwards,0
NW2 5HH,1930-1949,0
NW6 7AN,1967-1982,0
NW6 7AL,1967-1982,0
NW6 7AD,1930-1949,0
NW6 7AJ,1930-1949,0
NW6 7AP,1930-1949,0
NW6 7AH,1900-1929,0
NW10 3DP,1900-1929,0
NW10 3NZ,1930-1949,0
NW10 3DN,1900-1929,0
NW10 3DW,1930-1949,0
NW10 3QP,1930-1949,0
NW10 3RA,1983-1995,0
NW10 3QS,1930-1949,0
NW10 3RB,1950-1966,0
NW10 3QU,1930-1949,0
NW10 2EH,1930-1949,0
NW6 7PE,1900-1929,0
NW6 7NP,1930-1949,0
NW6 7NN,pre-1900,0
NW6 7NS,1900-1929,0
NW6 7NR,1930-1949,0
NW6 7YE,1930-1949,0
NW6 7NJ,2012-onwards,0
NW6 7NT,1930-1949,0
NW10 3QR,1900-1929,0
NW10 3AE,1930-1949,0
NW10 3AD,1930-1949,0
NW10 3LN,1930-1949,0
